"","namn","stad","citizen","religious","experience","sweden","poland","iraq","somalia","woman","skilledjob","invited","city1","city2","city3","city4","city5","city6","city7","immigrant","time"
"1111","Erik Svensson","Goteborg",1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0698543553836264
"1112","Erik Svensson","Goteborg",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0372479308195689
"1113","Julia Kowalski","Goteborg",0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0.0541377770915095
"1114","Awa Zakaria","Goteborg",1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0.0543153651675605
"1115","Ahmed Amari","Goteborg",1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.037948414567767
"1116","Khalid Zakaria","Goteborg",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0544112544694166
"1117","Ahmed Amari","Goteborg",1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0545128956201096
"1118","Antoni Kowalski","Goteborg",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0269180165651414
"1119","Ahmed Amari","Goteborg",0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.0546208221520062
"1120","Julia Kowalski","Goteborg",1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0.0547356356889797
"1121","Sarah Amari","Goteborg",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.146886727238651
"1122","Antoni Kowalski","Goteborg",0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.1443003067175
"1123","Awa Zakaria","Goteborg",0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.156630471530541
"1124","Julia Kowalski","Goteborg",1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0.153854710956856
"1125","Julia Kowalski","Goteborg",0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0.16278927045696
"1126","Khalid Zakaria","Goteborg",0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.163721434283532
"1127","Antoni Kowalski","Goteborg",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0.164505988937969
"1128","Erik Svensson","Goteborg",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.159999425844703
"1129","Antoni Kowalski","Goteborg",1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0.160120096869901
"1130","Sarah Amari","Goteborg",0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.161901507321502
"1131","Awa Zakaria","Goteborg",1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.163791150642118
"1132","Sarah Amari","Goteborg",1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.160931135345061
"1133","Khalid Zakaria","Goteborg",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.162262342273316
"1134","Malin Svensson","Goteborg",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.163026375138021
"1135","Ahmed Amari","Goteborg",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.163705338877291
"1136","Sarah Amari","Goteborg",1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0.165799199697933
"1137","Julia Kowalski","Goteborg",1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0.167937143459895
"1138","Erik Svensson","Goteborg",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.170218006954941
"1139","Awa Zakaria","Goteborg",0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.155367928753765
"1140","Ahmed Amari","Goteborg",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.157361971641624
"1141","Julia Kowalski","Goteborg",1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.159504170792148
"1142","Awa Zakaria","Goteborg",1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.161949565301114
"1143","Malin Svensson","Goteborg",1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.17476589120024
"1144","Sarah Amari","Goteborg",0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.164573369500166
"1145","Sarah Amari","Goteborg",1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0.167395847049313
"1146","Antoni Kowalski","Goteborg",1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.172706202864485
"1147","Awa Zakaria","Goteborg",1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0.170440451073127
"1148","Khalid Zakaria","Goteborg",1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.170789110489235
"1149","Ahmed Amari","Goteborg",1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0.169000301262083
"1150","Khalid Zakaria","Goteborg",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.167327315851296
"1151","Sarah Amari","Goteborg",1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.165759257790556
"1152","Ahmed Amari","Goteborg",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.164286555877031
"1153","Awa Zakaria","Goteborg",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.16290076863818
"1154","Ahmed Amari","Goteborg",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.161594422425705
"1155","Khalid Zakaria","Goteborg",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.160360876577714
"1156","Malin Svensson","Goteborg",1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.159194210512607
"1157","Khalid Zakaria","Goteborg",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.158279230951987
"1158","Sarah Amari","Goteborg",0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.157412111024409
"1159","Antoni Kowalski","Goteborg",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.225079120555037
"1160","Julia Kowalski","Goteborg",0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0.225107882428153
"1161","Julia Kowalski","Goteborg",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0.22513513480113
"1162","Awa Zakaria","Goteborg",0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.224652273362959
"1163","Khalid Zakaria","Goteborg",1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.115606281296359
"1164","Malin Svensson","Goteborg",1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.113709800232175
"1165","Antoni Kowalski","Goteborg",1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0.111886148393587
"1166","Erik Svensson","Goteborg",1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0646630302755847
"1167","Erik Svensson","Goteborg",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0646630302420712
"1168","Julia Kowalski","Goteborg",0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0.0646630302220842
"1169","Awa Zakaria","Goteborg",1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.0646630302040639
"1170","Ahmed Amari","Goteborg",1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0646630301764783
"1171","Khalid Zakaria","Goteborg",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0646630301618441
"1172","Ahmed Amari","Goteborg",1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.0646630301486732
"1173","Antoni Kowalski","Goteborg",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0885368692952083
"1174","Ahmed Amari","Goteborg",0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.0646630301368367
"1175","Julia Kowalski","Goteborg",1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0.0499810260258461
"1176","Sarah Amari","Goteborg",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.06466303012622
"1177","Antoni Kowalski","Goteborg",0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0499989480202901
"1178","Awa Zakaria","Goteborg",0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.0500182367888359
"1179","Julia Kowalski","Goteborg",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0646630301167217
"1180","Julia Kowalski","Goteborg",0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0500390548798293
"1181","Khalid Zakaria","Goteborg",0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.0500615916811092
"1182","Antoni Kowalski","Goteborg",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0.0735480952746988
"1183","Erik Svensson","Goteborg",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.064663030108251
"1184","Antoni Kowalski","Goteborg",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.050137833569923
"1185","Sarah Amari","Goteborg",0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0501649423787986
"1186","Awa Zakaria","Goteborg",1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.0744083589059165
"1187","Sarah Amari","Goteborg",1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0702505365094996
"1188","Khalid Zakaria","Goteborg",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0648532020343081
"1189","Malin Svensson","Goteborg",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0646424705296788
"1190","Ahmed Amari","Goteborg",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0643422337234904
"1191","Sarah Amari","Goteborg",1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0.0638800920404115
"1192","Julia Kowalski","Goteborg",1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0630767359190712
"1193","Erik Svensson","Goteborg",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0613331248990973
"1194","Awa Zakaria","Goteborg",0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.0546696527096475
"1195","Ahmed Amari","Goteborg",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0556820536880014
"1196","Julia Kowalski","Goteborg",1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0567326584768107
"1197","Awa Zakaria","Goteborg",1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.0578236711420607
"1198","Malin Svensson","Goteborg",1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0589574686176564
"1199","Sarah Amari","Goteborg",0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0.0601366179922152
"1200","Sarah Amari","Goteborg",1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0613638959126085
"1201","Antoni Kowalski","Goteborg",1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.062642310409566
"1202","Awa Zakaria","Goteborg",1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0.0639751255267905
"1203","Khalid Zakaria","Goteborg",1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.0435772594438654
"1204","Ahmed Amari","Goteborg",1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.044545642989827
"1205","Khalid Zakaria","Goteborg",1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.0455580439696289
"1206","Zainab Hadad","Goteborg",1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0466175333670227
"1207","Ali Hadad","Goteborg",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0477274746404022
"1208","Fatima Mohammed","Goteborg",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.0488915593904435
"1209","Ali Hadad","Goteborg",0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0.0501138483778894
"1210","Abdi Mohammed","Goteborg",0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.0513988188517631
"1211","Emma Lindberg","Goteborg",1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0527514193504583
"1212","Abdi Mohammed","Goteborg",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.133608606691221
"1213","Zainab Hadad","Goteborg",0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.136220904197992
"1214","Mateusz Nowak","Goteborg",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.138937389346479
"1215","Maria Nowak","Goteborg",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.141764422020126
"1216","Maria Nowak","Goteborg",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0.144708890485333
"1217","Fatima Mohammed","Goteborg",0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.147778267428328
"1218","Abdi Mohammed","Goteborg",1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.150980673277635
"1219","Emma Lindberg","Goteborg",1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0.154324947944373
"1220","Mateusz Nowak","Goteborg",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.157820732308172
"1221","Filip Lindberg","Goteborg",1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.16147856104097
"1222","Filip Lindberg","Goteborg",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.149753299806634
"1223","Maria Nowak","Goteborg",0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0.149654973387024
"1224","Fatima Mohammed","Goteborg",1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0.149558710613693
"1225","Ali Hadad","Goteborg",1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.149464447194502
"1226","Abdi Mohammed","Goteborg",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.155975108095743
"1227","Ali Hadad","Goteborg",1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0918111868867315
"1228","Mateusz Nowak","Goteborg",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0924171565154031
"1229","Ali Hadad","Goteborg",0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0930629334560024
"1230","Maria Nowak","Goteborg",1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0.0937525734517963
"1231","Zainab Hadad","Goteborg",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0659034498194501
"1232","Mateusz Nowak","Goteborg",0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0653080158411762
"1233","Fatima Mohammed","Goteborg",0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.0647447207953662
"1234","Maria Nowak","Goteborg",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0696854006700548
"1235","Maria Nowak","Goteborg",0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0690272900237653
"1236","Abdi Mohammed","Goteborg",0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.0683542231729698
"1237","Mateusz Nowak","Goteborg",0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0675958464732578
"1238","Filip Lindberg","Goteborg",1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.141900243914381
"1239","Mateusz Nowak","Goteborg",1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0.143070826091334
"1240","Zainab Hadad","Goteborg",0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0.144338925043594
"1241","Fatima Mohammed","Goteborg",1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0.145717256033568
"1242","Zainab Hadad","Goteborg",1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.147220845366226
"1243","Abdi Mohammed","Goteborg",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.148867580437763
"1244","Emma Lindberg","Goteborg",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.150678924726162
"1245","Ali Hadad","Goteborg",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.136809739008543
"1246","Zainab Hadad","Goteborg",1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0.15268085847942
"1247","Maria Nowak","Goteborg",1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0.138157453494673
"1248","Filip Lindberg","Goteborg",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.138105760626511
"1249","Fatima Mohammed","Goteborg",0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.131028425490341
"1250","Ali Hadad","Goteborg",1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0.132518928158512
"1251","Maria Nowak","Goteborg",1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0.134158486181099
"1252","Fatima Mohammed","Goteborg",1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.0974935038536432
"1253","Emma Lindberg","Goteborg",1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.088270816584109
"1254","Zainab Hadad","Goteborg",0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0.0781154551260184
"1255","Zainab Hadad","Goteborg",1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0.078612628455691
"1256","Mateusz Nowak","Goteborg",1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0787046876475143
"1257","Fatima Mohammed","Goteborg",1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.0794201697854293
"1258","Abdi Mohammed","Goteborg",1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0802198800945427
"1259","Ali Hadad","Goteborg",1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.0811196220826007
"1260","Abdi Mohammed","Goteborg",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0822121229257003
"1261","Mateusz Nowak","Goteborg",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0834493479106189
"1262","Sarah Amari","Goteborg",1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0862662745942912
"1263","Ahmed Amari","Goteborg",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.0875376221058245
"1264","Awa Zakaria","Goteborg",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.0892981959300085
"1265","Ahmed Amari","Goteborg",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.126613306092289
"1266","Khalid Zakaria","Goteborg",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.128984738397346
"1267","Malin Svensson","Goteborg",1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0.129170505294531
"1268","Khalid Zakaria","Goteborg",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.129350626368847
"1269","Sarah Amari","Goteborg",0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.129525355149233
"1270","Antoni Kowalski","Goteborg",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.129694930208675
"1271","Julia Kowalski","Goteborg",0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0.105301002911471
"1272","Julia Kowalski","Goteborg",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.106535779740058
"1273","Awa Zakaria","Goteborg",0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0.103193382124551
"1274","Khalid Zakaria","Goteborg",1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.112065009832592
"1275","Malin Svensson","Goteborg",1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.113996837649736
"1276","Antoni Kowalski","Goteborg",1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0.151753590122312
"1277","Erik Svensson","Goteborg",1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.15425059099407
"1278","Erik Svensson","Goteborg",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.268785865023994
"1279","Julia Kowalski","Goteborg",0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.268148117918605
"1280","Awa Zakaria","Goteborg",1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.26754348507953
"1281","Ahmed Amari","Goteborg",1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0.266969452642649
"1282","Khalid Zakaria","Goteborg",1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.266423754916626
"1283","Ahmed Amari","Goteborg",1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.265904344494382
"1284","Antoni Kowalski","Goteborg",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.265409366587796
"1285","Ahmed Amari","Goteborg",0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.264937136890429
"1286","Julia Kowalski","Goteborg",1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0.26448612243408
"1287","Sarah Amari","Goteborg",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.2640549249626
"1288","Antoni Kowalski","Goteborg",0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0.263642266456924
"1289","Awa Zakaria","Goteborg",0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0.0862174781842541
"1290","Julia Kowalski","Goteborg",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0868243499687242
"1291","Julia Kowalski","Goteborg",0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0.0874689692466816
"1292","Khalid Zakaria","Goteborg",0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.0881549709116447
"1293","Antoni Kowalski","Goteborg",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0845288426302083
"1294","Erik Svensson","Goteborg",1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0851610572293127
"1295","Antoni Kowalski","Goteborg",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0858381825527169
"1296","Sarah Amari","Goteborg",0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0969946969372443
"1297","Awa Zakaria","Goteborg",1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.0984873057451874
"1298","Sarah Amari","Goteborg",1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.171320439876739
"1299","Khalid Zakaria","Goteborg",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.172165846263412
"1300","Malin Svensson","Goteborg",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.173068164173488
"1301","Ahmed Amari","Goteborg",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.174033340578662
"1302","Sarah Amari","Goteborg",1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0.175068180924751
"1303","Julia Kowalski","Goteborg",1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.176180509838008
"1304","Erik Svensson","Goteborg",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.193497049471419
"1305","Awa Zakaria","Goteborg",0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.192713177595687
"1306","Ahmed Amari","Goteborg",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.191963126946088
"1307","Julia Kowalski","Goteborg",1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0.100113610902761
"1308","Awa Zakaria","Goteborg",1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.10017262644036
"1309","Malin Svensson","Goteborg",1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.100237607646523
"1310","Sarah Amari","Goteborg",0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0.191244754852135
"1311","Sarah Amari","Goteborg",1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0.164858633398087
"1312","Antoni Kowalski","Goteborg",1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.100309507247045
"1313","Awa Zakaria","Goteborg",1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0.0998083440880581
"1314","Khalid Zakaria","Goteborg",1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.0998632366324122
"1315","Ahmed Amari","Goteborg",1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.0999250841791363
"1316","Khalid Zakaria","Goteborg",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0999952979511306
"1317","Zainab Hadad","Goteborg",1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.145710593999551
"1318","Ali Hadad","Goteborg",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.100075698664903
"1319","Fatima Mohammed","Goteborg",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.143199914631333
"1320","Ali Hadad","Goteborg",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.143458759029861
"1321","Abdi Mohammed","Goteborg",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.143722379127403
"1322","Emma Lindberg","Goteborg",1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.143990908323208
"1323","Abdi Mohammed","Goteborg",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.144264485030581
"1324","Zainab Hadad","Goteborg",0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.144543252915979
"1325","Mateusz Nowak","Goteborg",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.14482736115029
"1326","Maria Nowak","Goteborg",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.145116964675
"1327","Maria Nowak","Goteborg",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.145412224483961
"1328","Fatima Mohammed","Goteborg",0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0.148218069528998
"1329","Abdi Mohammed","Goteborg",1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.152229992930142
